n_deltas,deltas_sample,n_versions_mentioned,version_scores,n_score_progresses,score_progresses_sample,ref
5,3=2→64|increased from=128→256|increased from=2→3|increased from=128→256|increased from=2→3,0,,0,,mtoshidesu/74-18-931-720-fd8f62
4,1=5→12|Proto=15→12|Temporal synchronization=15→12|Proto branch probability distribution af=15→12,0,,0,,mtoshidesu/birdclef-2026
1,3=2→64,2,v2:0.937|v2:0.934,0,,mtoshidesu/birdclef-2026-0-941-public-lb-onnx-perch-pr
0,,1,v4:0.946,0,,mtoshidesu/birdclef-2026-0-947-lb-public-pipeline-reproduced
0,,0,,0,,mtoshidesu/birdclef-2026-3-stage-perch-catboost-reranking
0,,0,,0,,mtoshidesu/birdclef-2026-data-structure-overview-quick
2,increased from=128→256|increased from=2→3,0,,0,,mtoshidesu/birdclef-2026-protossm-v19-jupyter-notebook
3,Increase lambda_prior from=0.4→0.5|3=5→0.20|2=5→0.30,0,,0,,mtoshidesu/birdclef-2026-visual-cpu-inference
0,,0,,0,,mtoshidesu/birdclef-visualization-notebook
1,18/=0.10→0.14,0,,0,,mtoshidesu/lb-improved
0,,0,,0,,mtoshidesu/notebook1c0a87146b
2,increased from=128→256|increased from=2→3,0,,0,,mtoshidesu/pantanal-distill-birdclef2026-onnx
1,3=2→64,1,v8:0.946,0,,mtoshidesu/rst-kosuke-convnext-may12
1,3=2→64,1,v10:0.965,0,,mtoshidesu/tes-agiclef-2026-v10-pro-max
1,3=2→64,2,v2:0.937|v2:0.934,0,,mtoshidesu/tesbirdclef-2026-gate-fake008-head0015
0,,0,,0,,mtoshidesu/test-0-929-mod-w11-oof-framework-miaaaf
1,reduced from=16→8,0,,0,,mtoshidesu/test-0-948
0,,4,v1:0.798|v2:0.826|v2:0.912|v5:0.927,0,,mtoshidesu/test-birdclef-2026-perch-v2-protossm-0-925
2,j6dS3t3abMyy=7→9|1=536→768,0,,0,,mtoshidesu/test-birdclef2026-perch-v77
3,PCA dimension increased from=32→64|1=5→0.75|3=2→64,0,,0,,mtoshidesu/test-mod-sub-080-yuriy-dualssm
3,d_model=192→256|increased from=128→256|increased from=2→3,1,v17:0.924,0,,mtoshidesu/test-pantanal-distill-birdclef2026-improveme
1,3=2→64,2,v2:0.937|v2:0.934,0,,mtoshidesu/test-replay-with-robust-inputs
6,increased from=128→256|increased from=2→3|3=2→64|3=2→64|3=2→64|3=2→64,11,v2:0.925|v1:0.917|v2:0.917|v3:0.917|v4:0.917|v5:0.917|v6:0.917|v7:0.917,0,,mtoshidesu/testbirdclef-2026-ensemble-of-solutions-3
1,9=27→0.933,4,v1:0.798|v2:0.826|v2:0.912|v5:0.927,1,0.927→0.933,mtoshidesu/testbirdclef-2026-perch-v2-protossm-0-925
3,d_model=192→256|increased from=128→256|increased from=2→3,1,v17:0.924,0,,mtoshidesu/testbirdclef2026-v177a-cluster-aware-add
0,,0,,0,,muhammaddanyalmalik/eda-we-should-do-birdclef-2026
0,,0,,0,,muhammadsaadalvi/birdclef-2026-wildsound-v8
0,,0,,0,,muhammadusamazaman/birdclef-2026-submitt
0,,0,,0,,myso1987/pytorch-starter1-crop-audio-5s
0,,0,,0,,myso1987/pytorch-starter2-train-baseline-5s
0,,0,,0,,myso1987/pytorch-starter3-submit-5s
0,,0,,0,,nabasaikia/audiodetection
0,,0,,0,,naddsyf/birdclef-2026-pengaruhekstrakkulitmanggis
1,2=56→5,0,,0,,nadiakhalid/birdclef-2026
0,,0,,0,,nahuelcoliva2/birdclef2026
3,d_model=192→256|increased from=128→256|increased from=2→3,1,v17:0.924,0,,needless090/birdclef-2026-iter-pseudo-perch-sed-lb-0-934-s
1,3=2→64,2,v2:0.937|v2:0.934,0,,needless090/birdclef-2026-iter-pseudo-perch-sed-lb-0-935-ft
1,3=2→64,2,v2:0.937|v2:0.934,0,,needless090/birdclef-2026-perch-sed-lb-0-946-clap
0,,0,,0,,nicolaischler/birdclef-2026-fine-tune-linear-head-on-perch-v2
0,,0,,0,,niloufarsaririan/notebooke8a467fa5f
6,increased from=128→256|increased from=2→3|3=2→64|3=2→64|3=2→64|3=2→64,12,v2:0.925|v1:0.917|v2:0.917|v3:0.917|v4:0.917|v5:0.917|v6:0.917|v7:0.917,0,,nina2025/birdclef-2026-eos-3
2,increased from=128→256|increased from=2→3,5,v9:0.948|v10:0.928|v11:0.928|v12:0.928|v13:0.928,0,,nina2025/birdclef-2026-eos-4
1,3=2→64,0,,0,,norimiya/birdclef-2026-perch-probe-v2-pca-64
0,,0,,0,,notaiax/birdclef-interactive-eda-key-findings
0,,0,,0,,novaeniru/pengenalan-pola-data-oddities
0,,0,,0,,nvnikhil0001/birdclef-2026-data-analysis-and-sample-submission
0,,0,,0,,nvnikhil0001/imagenet1k-v1
3,d_model=192→256|increased from=128→256|increased from=2→3,1,v17:0.924,0,,octaviograu/birdclef26-exp-v4-rank-power
0,,0,,0,,ologin/birdclef-2026-semi-supervised-student-inference
0,,0,,0,,ommodi07/birdclef2026
0,,0,,0,,onya31/bird-clef-2026-japanese-tutorial
0,,0,,0,,overvalueawareness/bc25-separation-voice-from-data
4,1=6→32|batch_files=16→32|Residual SSM n_epochs=30→20|MLP max_iter=300→200,0,,0,,pacerq/birdclef2026-v31-submit
4,1=6→32|batch_files=16→32|Residual SSM n_epochs=30→20|MLP max_iter=300→200,0,,0,,pacerq/birdclef2026-v32-stacking
4,1=6→32|batch_files=16→32|Residual SSM n_epochs=30→20|MLP max_iter=300→200,0,,0,,pacerq/birdclef2026-v33-perch-cache
4,1=6→32|batch_files=16→32|Residual SSM n_epochs=30→20|MLP max_iter=300→200,0,,0,,pacerq/birdclef2026-v34-optimal
4,1=6→32|batch_files=16→32|Residual SSM n_epochs=30→20|MLP max_iter=300→200,0,,0,,pacerq/birdclef2026-v35-ensemble
0,,0,,0,,pacerq/birdclef2026-v39-combined
0,,0,,0,,pacerq/birdclef2026-v40-conservative
1,reduced from=5→3,0,,0,,pacerq/birdclef2026-v41-7seed-3tta
1,reduced from=5→3,0,,0,,pacerq/birdclef2026-v42-7seed-proto
0,,0,,0,,pacerq/birdclef2026-v43-7seed
0,,0,,0,,pacerq/birdclef2026-v44-pretrained
0,,0,,0,,pacerq/v43-7-seed-cache-fix
0,,0,,0,,pacerq/v47-15-exact-match-local-seeds-x-5-tta
0,,0,,0,,pacerq/v47-15-seed-exact-cache-fix
0,,0,,0,,pacerq/v48-timing-test-100-files
0,,0,,0,,pacerq/v49-v36-2seeds-3tta-minimal
2,j6dS3t3abMyy=7→9|1=536→768,0,,0,,pacerq/v50-onnx-perch-path-fix
2,j6dS3t3abMyy=7→9|1=536→768,0,,0,,pacerq/v51-onnx-cache-0-943-params
0,,0,,0,,parsahriri/dataanalysis01
0,,0,,0,,patelris/birdclef-2026-starter-notebook-eda-audio
0,,0,,0,,pawanmali/birdclef-2026-advanced-perch-onnx
0,,0,,0,,pawanmali/birdclef-2026-advanced-perch-submission
2,1=6→32|1=6→32,0,,0,,pawanmali/hybrid-prototype-classifier-deep-dive
0,,0,,0,,perarasu2156/kaggle-bird-data
0,,0,,0,,phyterx/birdclef-2026-v3-cv9245-sidecar-w0-05
0,,0,,0,,pilkwang/948-birdclef-26-acoustic-time-window-rank-fusion
0,,0,,0,,pilkwang/birdclef-2026-walkthrough-for-the-perch-use
0,,0,,0,,piyushgupta006/notebook2cec41f854
0,,0,,0,,plagiagia/birdclef-2026-a-field-guide-to-the-pantanal
0,,0,,0,,platypus2000jp/notebook06c502d186
0,,0,,0,,platypus2000jp/notebook10f169b98c
0,,0,,0,,platypus2000jp/notebook15cb86fdd8
0,,0,,0,,platypus2000jp/notebook240b7bf225
0,,0,,0,,platypus2000jp/notebook2a47f43d6e
0,,0,,0,,platypus2000jp/notebook41d7fdd54f
0,,0,,0,,platypus2000jp/notebook441d43e89d
0,,0,,0,,platypus2000jp/notebook4a7d8b923c
0,,0,,0,,platypus2000jp/notebook60613504d3
0,,0,,0,,platypus2000jp/notebook68b86c7e99
0,,0,,0,,platypus2000jp/notebook6fdf61f19f
0,,0,,0,,platypus2000jp/notebook77642a0f87
0,,0,,0,,platypus2000jp/notebook852036bab1
0,,0,,0,,platypus2000jp/notebook9ec1db2b20
0,,0,,0,,platypus2000jp/notebookb3c4d9d33d
0,,0,,0,,platypus2000jp/notebookb463fd6c38
0,,0,,0,,platypus2000jp/notebookb56f272c7e
0,,0,,0,,platypus2000jp/notebookb86981e913
0,,0,,0,,platypus2000jp/notebookcd3e865592
0,,0,,0,,platypus2000jp/notebookd3bcb75e5a
0,,0,,0,,platypus2000jp/notebookd729cd5a1a
0,,0,,0,,platypus2000jp/notebookd8ffe07e46
0,,0,,0,,platypus2000jp/notebookdbe5d77bdf
0,,0,,0,,platypus2000jp/notebooke42b032d6e
0,,0,,0,,platypus2000jp/notebookf9cc510ee0
0,,0,,0,,platypus2000jp/notebookfac4c9446c
0,,1,v16:0.924,0,,pradeeshrajan/birdclef2026-keepimproving
0,,0,,0,,pradeeshrajan/notebook16cb9d2237
0,,0,,0,,pradeeshrajan/notebook479fa0af72
0,,0,,0,,pradeeshrajan/notebook57e4114ccc
0,,0,,0,,pradeeshrajan/notebooka64afa50ad
3,d_model=192→256|increased from=128→256|increased from=2→3,1,v17:0.924,0,,pradeeshrajan/pantanal-distill-birdclef2026-improvement
1,3=2→64,2,v2:0.937|v2:0.934,0,,praxel/birdclef-2026-henry-snowflake-v33
1,3=2→64,2,v2:0.937|v2:0.934,0,,praxel/birdclef-2026-jojizhou-exp300-fake008
1,3=2→64,2,v2:0.937|v2:0.934,0,,praxel/birdclef-2026-kosuke-v15-hgnet
0,,0,,0,,praxel/birdclef-2026-safar-lb0946
1,3=2→64,0,,0,,praxel/birdclef-2026-ttyn-task236-snowflake
0,,0,,0,,pulkitsahu89/birdtransform-transformer-audio-classifier
0,,0,,0,,pulkitsahu89/copy-of-birdtransform
0,,0,,0,,radwankhondokar/birdclef2026-public-blend-v6
0,,0,,0,,rajraman83/birdclef26-google-perch
0,,0,,0,,rauffauzanrambe/birdclef-2026-ai-loadreficient
0,,0,,0,,rauffauzanrambe/birdclef-2026-deep-neural-network-global-smart
0,,0,,0,,rauffauzanrambe/birdclef-2026-deep-neural-network-global-v2
0,,0,,0,,rauffauzanrambe/birdclef-2026-improved-baseline-netpipelene-v2
0,,0,,0,,rauffauzanrambe/birdclef-2026-lb-0-872-0-862-ultra-fast-batched
0,,0,,0,,rauffauzanrambe/birdclef-2026-lb-0-917-ultra-fast-batched-gpu
1,3=2→64,2,v2:0.937|v2:0.934,0,,rauffauzanrambe/birdclef-2026-lora-for-meachine-learning
0,,0,,0,,raunakdey07/birdclef-2026-deep-protossm-sed-dynamic-blend
1,3=2→64,0,,0,,raunakdey07/birdclef-2026-multi-model-ensemble
0,,0,,0,,raunakdey07/birdclef-2026-v6
0,,0,,0,,raunakdey07/birdclef-26-v5-notebook
0,,0,,0,,raunakdey07/birdclef-26-v7-notebook
0,,0,,0,,ravi20076/birdclef2026-openvino-starter-v1
0,,0,,0,,ravi20076/birdclef2026-preprocessing-v1
0,,0,,0,,ravi20076/birdclef2026-public-blend-v1
0,,0,,0,,ravi20076/birdclef2026-public-blend-v2
0,,0,,0,,ravi20076/birdclef2026-public-blend-v3
0,,0,,0,,ravi20076/birdclef2026-public-blend-v4
0,,0,,0,,ravi20076/birdclef2026-public-blend-v5
0,,0,,0,,ravi20076/birdclef2026-public-blend-v6
0,,0,,0,,ravi20076/birdclef2026-supplements-v1
0,,0,,0,,rein102/dataaugmen
0,,0,,0,,renmingqian/my-own-baseline-from-gpt
0,,0,,0,,renmingqian/sed-model-submit-sript
3,d_model=192→256|increased from=128→256|increased from=2→3,1,v17:0.924,0,,resnext/pantanal-distill-birdclef2026-307575470
3,d_model=192→256|increased from=128→256|increased from=2→3,1,v17:0.924,0,,resnext/pantanal-distill-birdclef2026-improvement-a4dc68
0,,0,,0,,rhythmghai/birdclef-2026-smart-audio-bird-detector
0,,0,,0,,rinntaro/birdclef-2026-baseline
0,,0,,0,,rinntaro/birdclef-2026-gpu-training-efficientnet-b0
0,,0,,0,,rinntaro/birdclef-2026-inference-only-cpu
0,,0,,0,,rkusmi/bird-clef2026mw-2b6377
0,,0,,0,,robbynevels/bc26-overlap-of-labels
0,,0,,0,,robcolon/notebook6530f47b5b
0,,0,,0,,robiulhasanjisan/birdclef-2026-baseline
0,,0,,0,,rockerritesh/overload-rag-inference-perch-v2-k-nn-retrieval
1,5=12→234,0,,0,,rohanrathod02/birdclef-2026-eda-inference-wait-loading
1,5=12→234,0,,0,,rohanrathod02/birdclef-2026-final-submission
0,,0,,0,,rojanupreti/next-step-to-the-moon
0,,0,,0,,romanberehun/notebookc710774b26
0,,0,,0,,romanrozen/birdclef-2026-stable-0-947
0,,0,,0,,ryzhokhina/clef2026-comprehensiveeda
0,,0,,0,,sachchidanandadaki/birdclif-perch
0,,0,,0,,sachchidanandadaki/birdclif-perch-v2-stablehlo-compatibility
0,,0,,0,,sachchidanandadaki/birdclif-submission-2
0,,0,,0,,sadiq18/birdclef-2026-day-1
0,,0,,0,,sadiyasiddiqui750/notebook50fe0c225d
0,,0,,0,,safar1/basic-tutorial
2,3=5→0.20|2=5→0.30,0,,0,,safar1/lb-score-0-948
0,,0,,0,,samejimatink0/birdclef-2026-hgnetv2-b0-baseline-training
0,,0,,0,,samerattrah/birdclef-raw-audio
0,,0,,0,,samithsachidanandan/birdclef-26-eda
0,,0,,0,,samithsachidanandan/birdclef-audio-feature-extraction-librosa-torch
0,,0,,0,,samithsachidanandan/transforming-audio-to-mel-spec-birdclef-26
1,3=963→0.0648,0,,0,,samrakshyanadhikari/fork-of-samrakshyan-birdclef
1,3=2→64,0,,0,,sangrampatil5150/birdclef-2026-v8
0,,0,,0,,sani84/birdclef-2026-pe
0,,0,,0,,sanjivprathap/birdclef
0,,0,,0,,santusrk/google-parch-baseline1
0,,0,,0,,sapaharamvishnusingh/birdclef-2026-pytorch-baseline-inference
0,,0,,0,,sarcasmos/birdsong-classifier-efficientnet-attention
0,,0,,0,,satriawanrasyid/data-preparation-for-pola
0,,0,,0,,saurabhrajvarma/birdclef-2026-audio-classification-0-922
1,d_model=192→256,1,v17:0.924,0,,saurabhrajvarma/birdclef-perch-classifier
0,,0,,0,,savastevanovic/birdclef-2026-sed-efficientnetv2-s-v9-inference
6,6=4→128|1=28→256|2=56→512|5=12→512|1=024→512|5=12→234,0,,0,,seydifaye/dnp-for-bird-classification
0,,0,,0,,shadesh/eda-audio-model-skeleton
0,,0,,0,,shammokar/birdclef2026
2,j6dS3t3abMyy=7→9|1=536→768,0,,0,,shengguangzhou/birdclef-2026-ensemble-wsl-v18x-pacerq-w060
1,d_model=256→320,0,,0,,shengguangzhou/birdclef-2026-gifty-yuriy-lb0929-fork
2,increased from=128→256|increased from=2→3,0,,0,,shengguangzhou/birdclef-2026-koushikrudra-0928-fork
3,d_model=192→256|increased from=128→256|increased from=2→3,0,,0,,shengguangzhou/birdclef-2026-maryna-resboost-0927-fork
0,,0,,0,,shengguangzhou/birdclef-2026-miaaaf-d384-tta3-fork
0,,0,,0,,shengguangzhou/birdclef-2026-miaaaf-v18x-dmodel-fork
0,,0,,0,,shengguangzhou/birdclef-2026-wsl-teacher-20-40
0,,0,,0,,shengguangzhou/birdclef-2026-wsl-teacher-40-60
0,,0,,0,,shengguangzhou/birdclef-2026-wslllll-v18x-d384-nl5-tta3-fork
2,j6dS3t3abMyy=7→9|1=536→768,0,,0,,shengguangzhou/birdclef2026-perch-v77-fork
0,,0,,0,,shijian123456/pantanal-distill-birdclef2026-shijian-d384-v1
0,,0,,0,,shijian123456/pantanal-distill-birdclef2026-v1-d320-nl4
0,,0,,0,,shijian123456/pantanal-distill-birdclef2026-v2-100ep-lr6e4
0,,0,,0,,shijian123456/pantanal-distill-birdclef2026-v3-rank-power
0,,0,,0,,shijian123456/pantanal-distill-birdclef2026-v4-delta-alpha
0,,0,,0,,shijian123456/pantanal-distill-birdclef2026-v5-d416
0,,0,,0,,shijian123456/pantanal-distill-birdclef2026-v5-d448
0,,0,,0,,shijian123456/pantanal-distill-birdclef2026-v5-ensemble
0,,0,,0,,shijian123456/pantanal-distill-birdclef2026-v5-isotonic
0,,0,,0,,shijian123456/pantanal-distill-birdclef2026-v5-lgbm
0,,0,,0,,shijian123456/pantanal-distill-birdclef2026-wslll-5p
0,,0,,0,,shijian123456/v10-extended-tta-shijian
0,,0,,0,,shijian123456/v11-lower-temperature-shijian
0,,0,,0,,shijian123456/v12-residual-boost-shijian
0,,0,,0,,shijian123456/v8-stopgradient-v2-shijian
0,,0,,0,,shijian123456/v9-deeper-ssm-shijian
0,,0,,0,,shijian123456/w01-all-best-params
0,,0,,0,,shijian123456/w02-cutmix-strong
0,,0,,0,,shijian123456/w03-lower-temp
0,,0,,0,,shijian123456/w04-strong-distill
0,,0,,0,,shijian123456/w05-deeper-distill
0,,0,,0,,shijian123456/w06-multi-seed-shijian
0,,0,,0,,shijian123456/w07-wider-no-stopgrad-shijian
0,,0,,0,,shijian123456/w08-no-residual-shijian
0,,0,,0,,shijian123456/w09-yusuf-params-shijian
0,,0,,0,,shijian123456/w10-multiseed-distill-shijian
0,,0,,0,,shijian123456/wslll-distill-birdclef2026-v1-d320-nl4
0,,0,,0,,shijian123456/wslll-distill-birdclef2026-v2-100ep-lr6e4
0,,0,,0,,shijian123456/wslll-distill-birdclef2026-v3-rank-power
0,,0,,0,,shijian123456/wslll-distill-birdclef2026-v4-delta-alpha
0,,0,,0,,shijian123456/x01-deeper-distill-shijian
0,,0,,0,,shijian123456/x02-heavy-ensemble-shijian
0,,0,,0,,shijian123456/x03-no-residual-hilr-shijian
0,,0,,0,,shijian123456/x04-strong-aug-shijian
0,,0,,0,,shijian123456/x05-wider-fewer-shijian
0,,0,,0,,shiviyadav/birdclef-2026
0,,0,,0,,shreek484/v1-submission
0,,0,,0,,shummingfang/simon-bird26
0,,0,,0,,sigmaborov/birdclef-2026-google-perch-baseline
0,,0,,0,,sijinyu/birdclef2026-exp1-baseline-lightgbm-v9
0,,0,,0,,sijinyu/birdclef2026-exp2-lgbm-v3-original
0,,0,,0,,sijinyu/birdclef2026-exp4-distill-shijian-lgbm
4,d_model=192→256|increased from=128→256|increased from=2→3|3=2→64,1,v17:0.924,0,,sjoerddelangen/v19-onnxseq-ensebmle
0,,0,,0,,skidive/ablation-0426
3,d_model=192→256|increased from=128→256|increased from=2→3,1,v17:0.924,0,,skidive/alpha-adapting-bird-2026
0,,0,,0,,skidive/birdclef-2026-hgnetv2-b0-baseline-inference
1,3=2→64,0,,0,,skidive/birdclef-2026-onnx-perch-sequence-model-302597
3,d_model=192→256|increased from=128→256|increased from=2→3,1,v17:0.924,0,,skidive/fork-of-pantanal-distill-birdclef2026-impro-e0aaea
3,d_model=192→256|increased from=128→256|increased from=2→3,1,v17:0.924,0,,skidive/pantanal-distill-birdclef2026-improvement-a-88dacc
0,,0,,0,,sleepymegacat/birdclef2026-acousticspeciesidentification-eda
0,,0,,0,,sohaibdevv/birdclef-2026-audio-baseline
0,,0,,0,,sohaibdevv/birdclef-2026-pretrained-model-integration
0,,0,,0,,solokop/birdclef-2026-perch-onnx
1,3=2→64,1,v50:0.946,0,,starsdaisuki/birdclef-2026-v101-onlinepseudo-v50
1,3=2→64,2,v2:0.937|v2:0.934,0,,statisticallyinsane/bird26-wliilamsam-0943-with-train-audio-hea-998271
0,,0,,0,,stefankahl/birdclef-2026-sample-submission
0,,0,,0,,stochastix/baseline-birdclef
0,,0,,0,,stpeteishii/birdclef-2026-efficientnetv2-inference
0,,0,,0,,stpeteishii/birdclef-2026-geodata
0,,0,,0,,stpeteishii/birdclef-2026-mobilenetv3-inference
0,,0,,0,,stpeteishii/gpu-birdclef-2026-mobilenetv3-train
0,,0,,0,,stpeteishii/tpu-birdclef-2026-efficientnetv2-train
4,ProtoSSM epochs=40→60|patience=8→12|ResidualSSM correction_weight=0.35→0.25|MLP alpha_blend=0.40→0.35,0,,0,,studyexchange/birdclef-2026-infer-s10
0,,1,v6:0.946,0,,studyexchange/birdclef-2026-infer-s12
0,,1,v10:0.965,0,,studyexchange/birdclef-2026-infer-s8
0,,0,,0,,studyexchange/birdclef-2026-infer-s9
0,,0,,0,,sudeslaar/birdclef2026-pcen-spectograms-gem-efficientnet-es
0,,0,,0,,suhanigupta04/birdclef-2026
0,,0,,0,,sumitchavhan7/birdclef-2026
0,,0,,0,,sunangao01/epiagent
2,increased from=128→256|increased from=2→3,5,v9:0.948|v10:0.928|v11:0.928|v12:0.928|v13:0.928,0,,sunderekkiz/birdclef-2026-exp019-eos4-rank-power-06
0,,0,,0,,suneetsaini/birdclef-2026-perch-v2-protossm-mlp-ensemble
3,Perch v=2→5|increased from=128→256|increased from=2→3,0,,0,,suneetsaini/birdclef-2026-protossm-v5-blended-ensemble
0,,0,,0,,svanikkolli/birdclef-2026-engine-v2
0,,0,,0,,svanikkolli/birdclef-ensembler
0,,0,,0,,svanikkolli/birdclef-protossm-efficientnet-sed-all-public
0,,0,,0,,svanikkolli/protossm-fusion-engine
0,,0,,0,,sweetyheehee/simple-perch-embedding-extracting-and-finetuning
2,increased from=128→256|increased from=2→3,5,v9:0.948|v10:0.928|v11:0.928|v12:0.928|v13:0.928,0,,tagirkhairutdinov/auto-birdclef-2026-exp019-eos4-rank-power-06-177
0,,0,,0,,takamaruex/birdclef26-nb020-public-protossm-sed
0,,0,,0,,tamurakami/bc26-clean-data
0,,0,,0,,tamurakami/e22b07004-bc26
0,,0,,0,,tannereischen/birdclef-2026-efficientnetv2-m
0,,0,,0,,tasfiamohtasim/notebook-project-3
0,,0,,0,,tasmim/birdclef-2026-exploratory-data-analysis
0,,0,,0,,tasmim/birdclef-2026-infer-effnet
0,,0,,0,,tasmim/birdclef-2026-train-effnet
0,,0,,0,,timrachlin/applying-pseudo-labels
0,,0,,0,,tonylica/birdclef-lb-0-872-0-862-16mins-runtime
0,,0,,0,,toxirmalik/birdclef-2026-results
0,,0,,0,,traleeui/perch
0,,0,,0,,trnhquangminh140/birdclef-2026-fast-trinh-quang-minh
0,,0,,0,,trnhquangminh140/birdclef-2026-new-trinh-quang-minh
0,,0,,0,,trnhquangminh140/birdclef-2026-new90-trinh-quang-minh
0,,0,,0,,trnhquangminh140/birdclef-2026-trinh-quang-minh
0,,0,,0,,troyxxf/bc26-v168-tucker-distilled-sed-only-v1
0,,0,,0,,troyxxf/bc26-v169-compact-tucker-sed-only-v1
0,,0,,0,,troyxxf/bc26-v186-batched-tucker-sed-only-v1
1,j6dS3t3abMyy=7→9,0,,0,,troyxxf/bc26-v187-v4a014-negdelta-gate-v1
3,d_model=192→256|increased from=128→256|increased from=2→3,1,v17:0.924,0,,tsubasatech/birdclef2026-v293-fork934
0,,0,,0,,ttahara/birdclef-2026-download-wheels
0,,0,,0,,ttahara/birdclef-2026-hgnetv2-b0-baseline-inference
0,,0,,0,,ttahara/birdclef-2026-hgnetv2-b0-baseline-training
0,,0,,0,,ttahara/birdclef-2026-torch-v-s-openvino-in-infer-speed
0,,0,,0,,ttyn4519/kaggle-debug-soundscapes-contents
0,,0,,0,,ttyn4519/kaggle-debug-soundscapes-tree
1,3=2→64,2,v2:0.937|v2:0.934,0,,ttyn4519/perch-task224-public0946-replay-robust-inputs
1,3=2→64,2,v2:0.937|v2:0.934,0,,ttyn4519/perch-task229-haru-p125-replay
1,3=2→64,2,v2:0.937|v2:0.934,0,,ttyn4519/perch-task231-task224-hgnetv2-sidecar
1,3=2→64,0,,0,,ttyn4519/perch-task235-task233-hgnetv2-b0-w003
1,3=2→64,0,,0,,ttyn4519/perch-task236-task233-snowflake-sed-w003
1,3=2→64,0,,0,,ttyn4519/perch-task239-task233-snowflake-agree-w003
0,,0,,0,,tuannm3812/birdclef-2026-eda-efficientnet-b0
0,,0,,0,,tuckerarrants/bc2026-distilled-sed
0,,0,,0,,tukotanzwoo/perch-v2embedprobe-bayesian-improvement-0-916
0,,0,,0,,tulayppppp/bird-2026-april
0,,0,,0,,tulayppppp/my-efficientnet-b0-weights
0,,0,,0,,udaken10/baseline3
0,,0,,0,,udaken10/data-wash-and-make-datasets
0,,0,,0,,udaken10/ensemble-ensemble-ensemble
0,,0,,0,,udaken10/first-eda-data-cleaning
0,,0,,0,,udaken10/last-note-for-submission
0,,0,,0,,udaken10/preprocessing-sound-maeshori
2,2=24→112|5=6→28,0,,0,,udaken10/snd-to-im-clf
0,,0,,0,,udaken10/washed-audio-infer
0,,0,,0,,udamliyanage/birdclef2026-inference-pass-1
0,,0,,0,,udaysonawane/birdclef-multi-head-protossm-efficientnet
3,d_model=192→256|increased from=128→256|increased from=2→3,1,v17:0.924,0,,udaysonawane/birdclef2026-sed-v5-trio
3,d_model=192→256|increased from=128→256|increased from=2→3,1,v17:0.924,0,,udaysonawane/birdclef2026-v181
3,d_model=192→256|increased from=128→256|increased from=2→3,1,v17:0.924,0,,udaysonawane/cnn-perch-mamba-rank-blend-with-sed
3,d_model=192→256|increased from=128→256|increased from=2→3,1,v17:0.924,0,,udaysonawane/cnn-perch-multi-head-mamba-rank-blend-sed
3,d_model=192→256|increased from=128→256|increased from=2→3,1,v17:0.924,0,,udaysonawane/cnn-perch-protossm-rank-blend-with-sed
0,,0,,0,,udaysonawane/mamba
3,d_model=192→256|increased from=128→256|increased from=2→3,1,v17:0.924,0,,udaysonawane/protossm-input-conditional
0,,0,,0,,ulyanovantonamaranta/birdclef-2026-all-public-repro
1,3=2→64,2,v2:0.937|v2:0.934,0,,ulyanovantonamaranta/birdclef-2026-better-blend-repro
1,3=2→64,2,v2:0.937|v2:0.934,0,,ulyanovantonamaranta/birdclef-2026-better-sed030
1,3=2→64,2,v2:0.937|v2:0.934,0,,ulyanovantonamaranta/birdclef-2026-better-sed035
1,3=2→64,2,v2:0.937|v2:0.934,0,,ulyanovantonamaranta/birdclef-2026-better-sed045
1,3=2→64,2,v2:0.937|v2:0.934,0,,ulyanovantonamaranta/birdclef-2026-better-sed050
1,3=2→64,2,v2:0.937|v2:0.934,0,,ulyanovantonamaranta/birdclef-2026-combo-f008-pc010-sed035
1,3=2→64,2,v2:0.937|v2:0.934,0,,ulyanovantonamaranta/birdclef-2026-combo-fake008-pc008
1,3=2→64,2,v2:0.937|v2:0.934,0,,ulyanovantonamaranta/birdclef-2026-combo-fake008-pc010
1,3=2→64,2,v2:0.937|v2:0.934,0,,ulyanovantonamaranta/birdclef-2026-exp10-corrector-f008
1,3=2→64,2,v2:0.937|v2:0.934,0,,ulyanovantonamaranta/birdclef-2026-exp10-f008-mirrorrare
1,3=2→64,2,v2:0.937|v2:0.934,0,,ulyanovantonamaranta/birdclef-2026-gate-f008-mirrorrare-rt002
1,3=2→64,2,v2:0.937|v2:0.934,0,,ulyanovantonamaranta/birdclef-2026-gate-f008-mirrorrare-rt003
1,3=2→64,2,v2:0.937|v2:0.934,0,,ulyanovantonamaranta/birdclef-2026-gate-f008-mirrorrare-rt005
1,3=2→64,2,v2:0.937|v2:0.934,0,,ulyanovantonamaranta/birdclef-2026-gate-f008-mirrorrare-rt010
1,3=2→64,2,v2:0.937|v2:0.934,0,,ulyanovantonamaranta/birdclef-2026-gate-fake008-cont012
1,3=2→64,2,v2:0.937|v2:0.934,0,,ulyanovantonamaranta/birdclef-2026-gate-fake008-head0015
1,3=2→64,2,v2:0.937|v2:0.934,0,,ulyanovantonamaranta/birdclef-2026-gate-fake008-sed038
1,3=2→64,2,v2:0.937|v2:0.934,0,,ulyanovantonamaranta/birdclef-2026-gate-fake008-sed042
1,3=2→64,2,v2:0.937|v2:0.934,0,,ulyanovantonamaranta/birdclef-2026-gate-fake008-thr045
