ref,title,author,lastRunTime,totalVotes,author_user,users,best_score,best_rank,n_teams,features_v2__slug,features_v2__filename,features_v2__n_cells,features_v2__n_code_cells,features_v2__n_md_cells,features_v2__n_md_chars,features_v2__n_code_chars,features_v2__first_md,features_v2__config_lb_max,features_v2__config_lb_list,features_v2__n_config_lb,features_v2__lb_prefix_max,features_v2__n_lb_prefix,features_v2__bare_score_max,features_v2__bare_score_min,features_v2__n_bare_scores,features_v2__best_score,features_v2__feat__uses_perch,features_v2__feat__uses_perch_v2,features_v2__feat__uses_birdnet,features_v2__feat__uses_sed,features_v2__feat__uses_protossm,features_v2__feat__uses_residual_ssm,features_v2__feat__uses_efficientnet,features_v2__feat__uses_hgnet,features_v2__feat__uses_convnext,features_v2__feat__uses_resnet,features_v2__feat__uses_passt,features_v2__feat__uses_beats,features_v2__feat__uses_mae,features_v2__feat__uses_tucker,features_v2__feat__uses_mlp_probes,features_v2__feat__uses_train_audio,features_v2__feat__aug_mixup,features_v2__feat__aug_cutmix,features_v2__feat__aug_specaugment,features_v2__feat__aug_time_shift,features_v2__feat__aug_flip,features_v2__feat__aug_clipping,features_v2__feat__aug_gain,features_v2__feat__loss_focal,features_v2__feat__loss_bce,features_v2__feat__loss_softauc,features_v2__feat__ssl_pseudo,features_v2__feat__ssl_iterative,features_v2__feat__tweak_A_per_class,features_v2__feat__tweak_C_residual,features_v2__feat__tweak_D_hour_smooth,features_v2__feat__tweak_E_wide_mlp,features_v2__feat__tweak_F_flip_tta,features_v2__feat__tweak_G_birdnet_weight,features_v2__feat__sonotype_mirror,features_v2__feat__site_hour_prior,features_v2__feat__rank_aware,features_v2__feat__file_confidence,features_v2__feat__adaptive_delta,features_v2__feat__uses_onnx,features_v2__feat__uses_torch,features_v2__feat__uses_tf,features_v2__feat__val_groupkfold,features_v2__feat__val_stratified,features_v2__feat__ext_data,features_v2__n_fork_refs,features_v2__fork_refs,features_v2__num__n_windows,features_v2__num__window_sec,features_v2__num__rank_power,features_v2__num__n_classes,features_v2__num__lambda_prior,features_v2__num__file_conf_power,features_v2__num__alpha_blend,features_v2__num__correction_weight,features_v2__num__lambda_in_apply_prior,features_v2__num__ensemble_w_mapped,features_v2__title_score,deps__n_inputs,deps__input_slugs,deps__n_notebooks_used,deps__notebooks_used,deps__n_datasets_used,deps__datasets_used,deps__n_models_used,deps__models_used,deps__competitions_used,deps__slug,blends__n_blend_configs,blends__max_n_models,blends__all_models,blends__all_weights,blends__all_lbs,diffs__n_deltas,diffs__deltas_sample,diffs__n_versions_mentioned,diffs__version_scores,diffs__n_score_progresses,diffs__score_progresses_sample
pacerq/birdclef2026-v41-7seed-3tta,birdclef2026-v41-7seed-3tta,sysMirror,2026-04-07 01:15:13.007000,1,pacerq,pacerq,0.931,1447.0,1.0,pacerq__birdclef2026-v41-7seed-3tta,birdclef2026-v41-7seed-3tta.ipynb,52.0,32.0,20.0,2694.0,104359.0,"# BirdCLEF+ 2026 | V38 7-Seed Average
",,,0.0,,0.0,,,0.0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,,,,,,,,,4.0,competitions|datasets|models|notebooks,1.0,ashok205/tf-wheels,1.0,yuriygreben/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,pacerq__birdclef2026-v41-7seed-3tta,,,,,,1.0,reduced from=5→3,0.0,,0.0,
pacerq/birdclef2026-v42-7seed-proto,birdclef2026-v42-7seed-proto,sysMirror,2026-04-07 01:16:10.717000,1,pacerq,pacerq,0.931,1447.0,1.0,pacerq__birdclef2026-v42-7seed-proto,birdclef2026-v42-7seed-proto.ipynb,53.0,33.0,20.0,2694.0,105716.0,"# BirdCLEF+ 2026 | V38 7-Seed Average
",,,0.0,,0.0,,,0.0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,,,,,,,,,5.0,competitions|datasets|google-perch-embeddings|models|notebooks,1.0,ashok205/tf-wheels,2.0,waterjoe/google-perch-embeddings|yuriygreben/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,pacerq__birdclef2026-v42-7seed-proto,,,,,,1.0,reduced from=5→3,0.0,,0.0,
udaken10/ensemble-ensemble-ensemble,Ensemble!Ensemble!Ensemble!,really?,2026-05-12 11:47:07.477000,1,udaken10,udaken10,0.943,1190.0,1.0,udaken10__ensemble-ensemble-ensemble,ensemble-ensemble-ensemble.ipynb,17.0,11.0,6.0,695.0,13763.0,"# BirdCLEF 2026: BASELINE 3 Training Pipeline

このノートブックは `baseline_3/train_v3.py` のロジックを元に、**疑似ラベル（Pseudo-labels）**と **Focal Loss** を統合した最終段階の学習プロセスに特化しています。

### 主な特徴
- **Data Sources**: XC/iNatデータ + ラベル付きSoundscape + 疑似ラベル付きSoundscapeの3種を統合。
- **Model**: PCEN導入済みの SED (tf_efficientnet_b0) モデル。
- **Loss**: 少数種や難学習サンプルに強い Focal Loss を採用。
",,,0.0,,0.0,,,0.0,,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,,3.0,birdclef-2026|competitions|models,0.0,,0.0,,1.0,dheyeong/tf-efficientnet-b0-ns-jft-in1k,birdclef-2026,udaken10__ensemble-ensemble-ensemble,,,,,,0.0,,0.0,,0.0,
pacerq/birdclef2026-v43-7seed,birdclef2026-v43-7seed,sysMirror,2026-04-07 04:21:43.603000,1,pacerq,pacerq,0.931,1447.0,1.0,pacerq__birdclef2026-v43-7seed,birdclef2026-v43-7seed.ipynb,52.0,32.0,20.0,2713.0,104349.0,"# BirdCLEF+ 2026 | V36 5-Seed Average (no other changes)
",,,0.0,,0.0,,,0.0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,,,,,,,,,4.0,competitions|datasets|models|notebooks,1.0,ashok205/tf-wheels,1.0,yuriygreben/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,pacerq__birdclef2026-v43-7seed,,,,,,0.0,,0.0,,0.0,
pacerq/birdclef2026-v44-pretrained,birdclef2026-v44-pretrained,sysMirror,2026-04-07 06:21:55.067000,0,pacerq,pacerq,0.931,1447.0,1.0,pacerq__birdclef2026-v44-pretrained,birdclef2026-v44-pretrained.ipynb,52.0,32.0,20.0,2713.0,105867.0,"# BirdCLEF+ 2026 | V36 5-Seed Average (no other changes)
",,,0.0,,0.0,,,0.0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,,,,,,,,,5.0,birdclef2026-pretrained-protossm-15seeds|competitions|datasets|models|notebooks,1.0,ashok205/tf-wheels,2.0,pacerq/birdclef2026-pretrained-protossm-15seeds|yuriygreben/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,pacerq__birdclef2026-v44-pretrained,,,,,,0.0,,0.0,,0.0,
mrmshahidsardar/birdclef-2026-acoustic-species-identification,BirdCLEF 2026: Acoustic Species Identification,Mᴜʜᴀᴍᴍᴀᴅ Sʜᴀʜɪᴅ Sᴀʀᴅᴀʀ,2026-04-07 05:51:26.713000,11,mrmshahidsardar,,,,,mrmshahidsardar__birdclef-2026-acoustic-species-identification,birdclef-2026-acoustic-species-identification.ipynb,42.0,27.0,15.0,7548.0,39551.0,"# 🐦 BirdCLEF+ 2026 — Acoustic Species Identification in the Pantanal

**Competition:** [BirdCLEF+ 2026](https://kaggle.com/competitions/birdclef-2026)

**Goal:** Identify wildlife species (birds, amphibians, mammals, reptiles, insects) from passive acoustic monitoring recordings in Brazil's Pantanal wetlands.

**Metric:** Macro-averaged ROC-AUC (skipping classes with no true positives)

**Constrai",,,0.0,,0.0,,,0.0,,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,0.0,,,,,,,,,,,,,1.0,birdclef-2026,0.0,,0.0,,0.0,,,mrmshahidsardar__birdclef-2026-acoustic-species-identification,,,,,,0.0,,0.0,,0.0,
abdulrehmanyousafzai/birdclef-2026-2,BirdCLEF+ 2026 2,Abdul Rehman Yousafzai,2026-04-17 18:06:21.073000,0,abdulrehmanyousafzai,,,,,abdulrehmanyousafzai__birdclef-2026-2,birdclef-2026-2.ipynb,23.0,12.0,11.0,293.0,29363.0,# Loading Datasets,,,0.0,,0.0,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.0,,,,,,,,,,,,,1.0,competitions,0.0,,0.0,,0.0,,birdclef-2026,abdulrehmanyousafzai__birdclef-2026-2,,,,,,0.0,,0.0,,0.0,
wslllll/birdclef-2026-improved-ensemble-v1,birdclef-2026-improved-ensemble-v1,wslllll,2026-04-07 14:40:45.557000,1,wslllll,wslllll,0.929,1505.0,1.0,wslllll__birdclef-2026-improved-ensemble-v1,birdclef-2026-improved-ensemble-v1.ipynb,52.0,32.0,20.0,5315.0,107830.0,"# BirdCLEF+ 2026 | Improved Ensemble with Parameter Adjustments

### Expected Kaggle inputs:
- competition data `BirdCLEF+ 2026`
- TensorFlow 2.20 wheels dataset
- `perch_v2_cpu` model dataset
- cached full-file Perch outputs dataset _`perch-meta`_ (`full_perch_meta.parquet`, `full_perch_arrays.npz`)

#### Pipeline: `Perch → ProtoSSM_v5(pass1) + MLP → ensemble → ResidualSSM(pass2) → TTA → per-taxo",,,0.0,,0.0,0.929,0.929,1.0,0.929,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,,,,,,,,,4.0,competitions|datasets|models|notebooks,1.0,ashok205/tf-wheels,1.0,yuriygreben/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,wslllll__birdclef-2026-improved-ensemble-v1,,,,,,1.0,d_model=256→320,0.0,,0.0,
wslllll/birdclef-2026-v4-enhanced-mlp,birdclef-2026-v4-enhanced-mlp,wslllll,2026-04-07 15:27:29.040000,0,wslllll,wslllll,0.929,1505.0,1.0,wslllll__birdclef-2026-v4-enhanced-mlp,birdclef-2026-v4-enhanced-mlp.ipynb,52.0,32.0,20.0,5315.0,107830.0,"# BirdCLEF+ 2026 | Improved Ensemble with Parameter Adjustments

### Expected Kaggle inputs:
- competition data `BirdCLEF+ 2026`
- TensorFlow 2.20 wheels dataset
- `perch_v2_cpu` model dataset
- cached full-file Perch outputs dataset _`perch-meta`_ (`full_perch_meta.parquet`, `full_perch_arrays.npz`)

#### Pipeline: `Perch → ProtoSSM_v5(pass1) + MLP → ensemble → ResidualSSM(pass2) → TTA → per-taxo",,,0.0,,0.0,0.929,0.929,1.0,0.929,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,,,,,,,,,4.0,competitions|datasets|models|notebooks,1.0,ashok205/tf-wheels,1.0,yuriygreben/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,wslllll__birdclef-2026-v4-enhanced-mlp,,,,,,1.0,d_model=256→320,0.0,,0.0,
wslllll/birdclef-2026-v6-more-tta,birdclef-2026-v6-more-tta,wslllll,2026-04-07 15:27:36.160000,0,wslllll,wslllll,0.929,1505.0,1.0,wslllll__birdclef-2026-v6-more-tta,birdclef-2026-v6-more-tta.ipynb,52.0,32.0,20.0,5315.0,107830.0,"# BirdCLEF+ 2026 | Improved Ensemble with Parameter Adjustments

### Expected Kaggle inputs:
- competition data `BirdCLEF+ 2026`
- TensorFlow 2.20 wheels dataset
- `perch_v2_cpu` model dataset
- cached full-file Perch outputs dataset _`perch-meta`_ (`full_perch_meta.parquet`, `full_perch_arrays.npz`)

#### Pipeline: `Perch → ProtoSSM_v5(pass1) + MLP → ensemble → ResidualSSM(pass2) → TTA → per-taxo",,,0.0,,0.0,0.929,0.929,1.0,0.929,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,,,,,,,,,4.0,competitions|datasets|models|notebooks,1.0,ashok205/tf-wheels,1.0,yuriygreben/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,wslllll__birdclef-2026-v6-more-tta,,,,,,1.0,d_model=256→320,0.0,,0.0,
wslllll/birdclef-2026-v8-stronger-rank,birdclef-2026-v8-stronger-rank,wslllll,2026-04-07 15:27:42.067000,0,wslllll,wslllll,0.929,1505.0,1.0,wslllll__birdclef-2026-v8-stronger-rank,birdclef-2026-v8-stronger-rank.ipynb,52.0,32.0,20.0,5315.0,107830.0,"# BirdCLEF+ 2026 | Improved Ensemble with Parameter Adjustments

### Expected Kaggle inputs:
- competition data `BirdCLEF+ 2026`
- TensorFlow 2.20 wheels dataset
- `perch_v2_cpu` model dataset
- cached full-file Perch outputs dataset _`perch-meta`_ (`full_perch_meta.parquet`, `full_perch_arrays.npz`)

#### Pipeline: `Perch → ProtoSSM_v5(pass1) + MLP → ensemble → ResidualSSM(pass2) → TTA → per-taxo",,,0.0,,0.0,0.929,0.929,1.0,0.929,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,,,,,,,,,4.0,competitions|datasets|models|notebooks,1.0,ashok205/tf-wheels,1.0,yuriygreben/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,wslllll__birdclef-2026-v8-stronger-rank,,,,,,1.0,d_model=256→320,0.0,,0.0,
wslllll/birdclef-2026-v10-finer-delta,birdclef-2026-v10-finer-delta,wslllll,2026-04-07 15:27:49.470000,0,wslllll,wslllll,0.929,1505.0,1.0,wslllll__birdclef-2026-v10-finer-delta,birdclef-2026-v10-finer-delta.ipynb,52.0,32.0,20.0,5315.0,107830.0,"# BirdCLEF+ 2026 | Improved Ensemble with Parameter Adjustments

### Expected Kaggle inputs:
- competition data `BirdCLEF+ 2026`
- TensorFlow 2.20 wheels dataset
- `perch_v2_cpu` model dataset
- cached full-file Perch outputs dataset _`perch-meta`_ (`full_perch_meta.parquet`, `full_perch_arrays.npz`)

#### Pipeline: `Perch → ProtoSSM_v5(pass1) + MLP → ensemble → ResidualSSM(pass2) → TTA → per-taxo",,,0.0,,0.0,0.929,0.929,1.0,0.929,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,,,,,,,,,4.0,competitions|datasets|models|notebooks,1.0,ashok205/tf-wheels,1.0,yuriygreben/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,wslllll__birdclef-2026-v10-finer-delta,,,,,,1.0,d_model=256→320,0.0,,0.0,
miaaaf/birdclef-2026-v1-baseline,birdclef-2026-v1-baseline,Miaaa F,2026-04-07 15:31:40.753000,0,miaaaf,miaaaf,0.929,1501.0,1.0,miaaaf__birdclef-2026-v1-baseline,birdclef-2026-v1-baseline.ipynb,52.0,32.0,20.0,5315.0,107830.0,"# BirdCLEF+ 2026 | Improved Ensemble with Parameter Adjustments

### Expected Kaggle inputs:
- competition data `BirdCLEF+ 2026`
- TensorFlow 2.20 wheels dataset
- `perch_v2_cpu` model dataset
- cached full-file Perch outputs dataset _`perch-meta`_ (`full_perch_meta.parquet`, `full_perch_arrays.npz`)

#### Pipeline: `Perch → ProtoSSM_v5(pass1) + MLP → ensemble → ResidualSSM(pass2) → TTA → per-taxo",,,0.0,,0.0,0.929,0.929,1.0,0.929,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,,,,,,,,,4.0,competitions|datasets|models|notebooks,1.0,ashok205/tf-wheels,1.0,yuriygreben/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,miaaaf__birdclef-2026-v1-baseline,,,,,,1.0,d_model=256→320,0.0,,0.0,
miaaaf/birdclef-2026-v3-isotonic,birdclef-2026-v3-isotonic,Miaaa F,2026-04-07 15:31:59.393000,0,miaaaf,miaaaf,0.929,1501.0,1.0,miaaaf__birdclef-2026-v3-isotonic,birdclef-2026-v3-isotonic.ipynb,52.0,32.0,20.0,5315.0,107830.0,"# BirdCLEF+ 2026 | Improved Ensemble with Parameter Adjustments

### Expected Kaggle inputs:
- competition data `BirdCLEF+ 2026`
- TensorFlow 2.20 wheels dataset
- `perch_v2_cpu` model dataset
- cached full-file Perch outputs dataset _`perch-meta`_ (`full_perch_meta.parquet`, `full_perch_arrays.npz`)

#### Pipeline: `Perch → ProtoSSM_v5(pass1) + MLP → ensemble → ResidualSSM(pass2) → TTA → per-taxo",,,0.0,,0.0,0.929,0.929,1.0,0.929,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,,,,,,,,,4.0,competitions|datasets|models|notebooks,1.0,ashok205/tf-wheels,1.0,yuriygreben/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,miaaaf__birdclef-2026-v3-isotonic,,,,,,1.0,d_model=256→320,0.0,,0.0,
miaaaf/birdclef-2026-v5-largerssm,birdclef-2026-v5-largerssm,Miaaa F,2026-04-07 15:32:15.477000,0,miaaaf,miaaaf,0.929,1501.0,1.0,miaaaf__birdclef-2026-v5-largerssm,birdclef-2026-v5-largerssm.ipynb,52.0,32.0,20.0,5315.0,107830.0,"# BirdCLEF+ 2026 | Improved Ensemble with Parameter Adjustments

### Expected Kaggle inputs:
- competition data `BirdCLEF+ 2026`
- TensorFlow 2.20 wheels dataset
- `perch_v2_cpu` model dataset
- cached full-file Perch outputs dataset _`perch-meta`_ (`full_perch_meta.parquet`, `full_perch_arrays.npz`)

#### Pipeline: `Perch → ProtoSSM_v5(pass1) + MLP → ensemble → ResidualSSM(pass2) → TTA → per-taxo",,,0.0,,0.0,0.929,0.929,1.0,0.929,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,,,,,,,,,4.0,competitions|datasets|models|notebooks,1.0,ashok205/tf-wheels,1.0,yuriygreben/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,miaaaf__birdclef-2026-v5-largerssm,,,,,,1.0,d_model=256→320,0.0,,0.0,
miaaaf/birdclef-2026-v7-aggtemp,birdclef-2026-v7-aggtemp,Miaaa F,2026-04-07 15:32:30.780000,0,miaaaf,miaaaf,0.929,1501.0,1.0,miaaaf__birdclef-2026-v7-aggtemp,birdclef-2026-v7-aggtemp.ipynb,52.0,32.0,20.0,5315.0,107830.0,"# BirdCLEF+ 2026 | Improved Ensemble with Parameter Adjustments

### Expected Kaggle inputs:
- competition data `BirdCLEF+ 2026`
- TensorFlow 2.20 wheels dataset
- `perch_v2_cpu` model dataset
- cached full-file Perch outputs dataset _`perch-meta`_ (`full_perch_meta.parquet`, `full_perch_arrays.npz`)

#### Pipeline: `Perch → ProtoSSM_v5(pass1) + MLP → ensemble → ResidualSSM(pass2) → TTA → per-taxo",,,0.0,,0.0,0.929,0.929,1.0,0.929,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,,,,,,,,,4.0,competitions|datasets|models|notebooks,1.0,ashok205/tf-wheels,1.0,yuriygreben/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,miaaaf__birdclef-2026-v7-aggtemp,,,,,,1.0,d_model=256→320,0.0,,0.0,
miaaaf/birdclef-2026-v9-residual,birdclef-2026-v9-residual,Miaaa F,2026-04-07 15:32:48.913000,0,miaaaf,miaaaf,0.929,1501.0,1.0,miaaaf__birdclef-2026-v9-residual,birdclef-2026-v9-residual.ipynb,52.0,32.0,20.0,5315.0,107830.0,"# BirdCLEF+ 2026 | Improved Ensemble with Parameter Adjustments

### Expected Kaggle inputs:
- competition data `BirdCLEF+ 2026`
- TensorFlow 2.20 wheels dataset
- `perch_v2_cpu` model dataset
- cached full-file Perch outputs dataset _`perch-meta`_ (`full_perch_meta.parquet`, `full_perch_arrays.npz`)

#### Pipeline: `Perch → ProtoSSM_v5(pass1) + MLP → ensemble → ResidualSSM(pass2) → TTA → per-taxo",,,0.0,,0.0,0.929,0.929,1.0,0.929,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,,,,,,,,,4.0,competitions|datasets|models|notebooks,1.0,ashok205/tf-wheels,1.0,yuriygreben/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,miaaaf__birdclef-2026-v9-residual,,,,,,1.0,d_model=256→320,0.0,,0.0,
pacerq/v47-15-exact-match-local-seeds-x-5-tta,V47 15 exact-match local seeds x 5 TTA,sysMirror,2026-04-07 18:48:10.807000,0,pacerq,pacerq,0.931,1447.0,1.0,pacerq__v47-15-exact-match-local-seeds-x-5-tta,v47-15-exact-match-local-seeds-x-5-tta.ipynb,52.0,32.0,20.0,2713.0,105849.0,"# BirdCLEF+ 2026 | V36 5-Seed Average (no other changes)
",,,0.0,,0.0,,,0.0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,,,,,,,,,5.0,birdclef2026-protossm-exact-15seed|competitions|datasets|models|notebooks,1.0,ashok205/tf-wheels,2.0,pacerq/birdclef2026-protossm-exact-15seed|yuriygreben/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,pacerq__v47-15-exact-match-local-seeds-x-5-tta,,,,,,0.0,,0.0,,0.0,
miaaaf/birdclef-2026-speed-fixed,birdclef-2026-speed-fixed,Miaaa F,2026-04-07 23:05:57.417000,1,miaaaf,miaaaf,0.929,1501.0,1.0,miaaaf__birdclef-2026-speed-fixed,birdclef-2026-speed-fixed.ipynb,52.0,32.0,20.0,5315.0,107830.0,"# BirdCLEF+ 2026 | Improved Ensemble with Parameter Adjustments

### Expected Kaggle inputs:
- competition data `BirdCLEF+ 2026`
- TensorFlow 2.20 wheels dataset
- `perch_v2_cpu` model dataset
- cached full-file Perch outputs dataset _`perch-meta`_ (`full_perch_meta.parquet`, `full_perch_arrays.npz`)

#### Pipeline: `Perch → ProtoSSM_v5(pass1) + MLP → ensemble → ResidualSSM(pass2) → TTA → per-taxo",,,0.0,,0.0,0.929,0.929,1.0,0.929,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,,,,,,,,,4.0,competitions|datasets|models|notebooks,1.0,ashok205/tf-wheels,1.0,yuriygreben/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,miaaaf__birdclef-2026-speed-fixed,,,,,,1.0,d_model=256→320,0.0,,0.0,
wslllll/birdclef-2026-fast-baseline,birdclef-2026-fast-baseline,wslllll,2026-04-07 23:14:43.870000,1,wslllll,wslllll,0.929,1505.0,1.0,wslllll__birdclef-2026-fast-baseline,birdclef-2026-fast-baseline.ipynb,52.0,32.0,20.0,5315.0,107830.0,"# BirdCLEF+ 2026 | Improved Ensemble with Parameter Adjustments

### Expected Kaggle inputs:
- competition data `BirdCLEF+ 2026`
- TensorFlow 2.20 wheels dataset
- `perch_v2_cpu` model dataset
- cached full-file Perch outputs dataset _`perch-meta`_ (`full_perch_meta.parquet`, `full_perch_arrays.npz`)

#### Pipeline: `Perch → ProtoSSM_v5(pass1) + MLP → ensemble → ResidualSSM(pass2) → TTA → per-taxo",,,0.0,,0.0,0.929,0.929,1.0,0.929,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,,,,,,,,,4.0,competitions|datasets|models|notebooks,1.0,ashok205/tf-wheels,1.0,yuriygreben/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,wslllll__birdclef-2026-fast-baseline,,,,,,1.0,d_model=256→320,0.0,,0.0,
wslllll/birdclef-2026-ultra-fast,birdclef-2026-ultra-fast,wslllll,2026-04-07 23:15:02.433000,1,wslllll,wslllll,0.929,1505.0,1.0,wslllll__birdclef-2026-ultra-fast,birdclef-2026-ultra-fast.ipynb,52.0,32.0,20.0,5315.0,107830.0,"# BirdCLEF+ 2026 | Improved Ensemble with Parameter Adjustments

### Expected Kaggle inputs:
- competition data `BirdCLEF+ 2026`
- TensorFlow 2.20 wheels dataset
- `perch_v2_cpu` model dataset
- cached full-file Perch outputs dataset _`perch-meta`_ (`full_perch_meta.parquet`, `full_perch_arrays.npz`)

#### Pipeline: `Perch → ProtoSSM_v5(pass1) + MLP → ensemble → ResidualSSM(pass2) → TTA → per-taxo",,,0.0,,0.0,0.929,0.929,1.0,0.929,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,0.5,,,,,,,,,4.0,competitions|datasets|models|notebooks,1.0,ashok205/tf-wheels,1.0,yuriygreben/perch-meta,1.0,google/bird-vocalization-classifier,birdclef-2026,wslllll__birdclef-2026-ultra-fast,,,,,,1.0,d_model=256→320,0.0,,0.0,
